flash_id,time,lma_base,arq_ka,print_date,dist_1,dist_itp,area,duration,init_alt,init_lat,init_lon,volume,spectrum_width,turbulence,dVRdr,dVRde,mean,weighted_mean,weighted_std,std,vel_dealias
19376,225715,./lightning/LYLOUT_150706_225000_0600.dat.flash.h5,./radar/Ka2150706225715.RAWXXAB.nc,06 July 2015,2941.96569404862,6.20356740598709,36.663853,0.6656569,11249.93,33.7471,-101.920044,182.5557,1.9974461,0.4444681,-0.034392413,-0.016655685,"[0.9422761930655362, 0.1375229446725412]","[0.922455902898244, 0.14459064587939072]","[0.0354901032634582, 0.01699156543871473]","[0.14626351090978582, 0.05521051620890196]",0.6407501
20225,225715,./lightning/LYLOUT_150706_225000_0600.dat.flash.h5,./radar/Ka2150706225715.RAWXXAB.nc,06 July 2015,77.9136739071007,77.9128184871915,0,0.046037585,11344.77,33.708504,-101.89681,0,1.8886769,0.41158745,-0.3480416,0.006396388,"[8.538508128962464, 0.12768042087554932]","[8.538508128962464, 0.12768042087554932]","[nan, nan]","[0.0, 0.0]",1.0345974
21345,225715,./lightning/LYLOUT_150706_225000_0600.dat.flash.h5,./radar/Ka2150706225715.RAWXXAB.nc,06 July 2015,3391.5006714482,3.56449020219588,29.273863,0.63243496,12168.03,33.702885,-101.87887,105.94031,1.4000566,0.29763874,-0.0057132896,0.0044332677,0,0,0,0,3.030762
22458,225715,./lightning/LYLOUT_150706_225000_0600.dat.flash.h5,./radar/Ka2150706225715.RAWXXAB.nc,06 July 2015,1257.26286696644,19.0715127785452,23.654879,0.51849866,11700.53,33.739758,-101.947624,57.40621,1.426692,0.3334571,-0.00055311224,-0.0033686194,"[0.5776917580871206, 0.11771883442997932]","[0.5783350737445775, 0.11796190319484269]","[0.0003856905117399822, 0.00014572832981987112]","[0.000798117028635803, 0.0003015585243701935]",2.9144819
23252,225715,./lightning/LYLOUT_150706_225000_0600.dat.flash.h5,./radar/Ka2150706225715.RAWXXAB.nc,06 July 2015,2114.60632779338,1.70155490969591,17.912235,0.5804775,11454.57,33.725544,-101.89693,69.26639,1.5209934,0.32872733,-0.17825867,0.0273287,"[2.188969929362721, 0.1444425880908966]","[1.9789360781180838, 0.18208015690662105]","[0.2964941660010758, 0.056848401350826076]","[0.5756186398567419, 0.10019772228963184]",7.202878
25225,225715,./lightning/LYLOUT_150706_225000_0600.dat.flash.h5,./radar/Ka2150706225715.RAWXXAB.nc,06 July 2015,2924.84649011737,39.9858261824375,12.236502,0.40585607,12697.43,33.678135,-101.87513,22.040787,1.5682175,0.32644522,0.1549168,-0.05834949,"[2.0608798167838844, 0.09603359550237656]","[2.0608798167838844, 0.09603359550237656]","[nan, nan]","[0.0, 0.0]",-6.0764503
23167,230812,./lightning/LYLOUT_150706_230000_0600.dat.flash.h5,./radar/Ka1150706230812.RAW588K.nc,06 July 2015,2954.51817823155,58.8107452832928,9.234952,0.3569532,13674.2,33.64749,-101.906006,21.903076,1.5040715,0.33984694,-0.0035003864,-0.0105344495,"[1.8064444492259182, 0.12884620390832424]","[1.8126684179124655, 0.1306793423947568]","[0.10530743934680312, 0.034519187920352155]","[0.2004722447546232, 0.06555782253865979]",2.7647421
9303,12236,./lightning/LYLOUT_150707_012000_0600.dat.flash.h5,./radar/Ka2150707012236.RAWXY22.nc,07 July 2015,3199.63076803812,4.95667549793538,234.62267,0.6603226,8654.84,33.209976,-101.302284,1113.0801,0.906874,0.20721631,0.08195608,0.08297616,0,0,0,0,7.077738
21177,12612,./lightning/LYLOUT_150707_012000_0600.dat.flash.h5,./radar/Ka2150707012612.RAWXY3B.nc,07 July 2015,2740.92072778607,1.97730979460874,120.037796,0.57961756,7349.34,33.207073,-101.28068,564.0591,1.0802528,0.25148726,0.008841313,0.087926716,"[2.056643419260222, 0.13115744749930772]","[2.085274978753562, 0.12781122612096804]","[0.05355149587368607, 0.014328149526769567]","[0.17534370122465878, 0.05967717782641063]",8.627282
25279,12724,./lightning/LYLOUT_150707_012000_0600.dat.flash.h5,./radar/Ka2150707012724.RAWXY3S.nc,07 July 2015,11769.9276199062,46.4624476655083,250.75645,1.2136552,8667.63,33.323112,-101.307594,1048.6504,0.94670296,0.22661936,0.09944481,0.0059031295,0,0,0,0,3.1361852
28167,12947,./lightning/LYLOUT_150707_012000_0600.dat.flash.h5,./radar/Ka2150707012947.RAWXY4L.nc,07 July 2015,9859.55362761314,1.47924623867748,1042.1534,0.5581542,7918.05,33.195656,-101.26217,4425.8867,0.39263362,0.102376685,0.0010544395,0.0060001514,"[1.0994088601496748, 0.10690627779279437]","[1.3499963884162365, 0.12387781621671815]","[0.20419978375667408, 0.018991349433853798]","[0.5400103623099134, 0.044727993586213606]",2.6967647
1142,223151,./lightning/LYLOUT_150710_223000_0600.dat.flash.h5,./radar/Ka2150710223151.RAW3LMV.nc,10 July 2015,4797.58928208713,5.34988556676308,52.610344,0.6165959,11283.88,33.289375,-102.19985,269.5675,2.8238373,0.6628322,-0.019588178,-0.015552093,"[5.193545196238598, 0.16807672381401062]","[5.193545196238598, 0.16807672381401062]","[nan, nan]","[0.0, 0.0]",-9.574928
